sample_id,domain,location,location_key,county,sample_date,compliant,bucket,norms_violation,violated_params,unmeasured_norm_params,n_measured_norm_params
369365,supluskoha,Pirita rand,pirita,Harju maakond,2025-09-22 00:00:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366810,supluskoha,Haabneeme rand,haabneeme,,2025-08-26 00:00:00,1,hidden_pass,True,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
367087,supluskoha,Nikerjärve rand,nikerjärve,,2025-08-25 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
367521,supluskoha,Kõrveküla paisjärv 1 (Pärna tn ääres),kõrveküla paisjärv 1 (pärna tn ääres),,2025-08-21 07:20:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366996,supluskoha,Haabneeme rand,haabneeme,,2025-08-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
367448,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-08-21 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366605,supluskoha,Nikerjärve rand,nikerjärve,,2025-08-18 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366550,supluskoha,Alavere tiigid,alavere tiigid,,2025-08-15 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366717,supluskoha,Koosa paisjärve supluskoht,koosa paisjärve,,2025-08-14 09:35:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366552,supluskoha,Haabneeme rand,haabneeme,,2025-08-14 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366598,supluskoha,Kloogarand,kloogarand,,2025-08-14 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366667,supluskoha,Kõrveküla paisjärv 2 (Hariduse tn ääres),kõrveküla paisjärv 2 (hariduse tn ääres),,2025-08-13 09:50:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365826,supluskoha,Luunja jõesadama puhkeala supluskoht,luunja jõesadama puhkeala,,2025-08-13 00:00:00,0,hidden_violation,False,e_coli|enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365830,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-08-13 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366565,supluskoha,Otiaru paisjärv,otiaru paisjärv,,2025-08-13 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366662,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-08-13 00:00:00,0,hidden_violation,False,e_coli|enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366664,supluskoha,Emajõe Linnaujula,emajõe linnaujula,,2025-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366663,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366665,supluskoha,Emajõe Vabaujula,emajõe vabaujula,,2025-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366440,supluskoha,Porijõgi / Reola jõgi supluskoht,porijõgi / reola jõgi,,2025-08-12 09:40:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366331,supluskoha,Türi tehisjärv,türi tehisjärv,,2025-08-12 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366539,supluskoha,Sillamäe supluskoht,sillamäe,,2025-08-12 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366866,supluskoha,Suure-Jaani paisjärv,suure jaani paisjärv,,2025-08-12 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365793,supluskoha,Haabneeme rand,haabneeme,,2025-08-11 00:00:00,1,hidden_pass,True,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
366261,supluskoha,Randvere rand,randvere,,2025-08-11 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366273,supluskoha,Alavere tiigid,alavere tiigid,,2025-08-11 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366329,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-08-11 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365961,supluskoha,Paide tehisjärv,paide tehisjärv,,2025-08-06 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365962,supluskoha,Leetse rand,leetse,,2025-08-06 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365963,supluskoha,Laulasmaa rand,laulasmaa,,2025-08-06 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366038,supluskoha,Türi tehisjärv,türi tehisjärv,,2025-08-06 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366041,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-08-06 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366045,supluskoha,Paldiski Põhjasadama rand,paldiski põhjasadama,,2025-08-06 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366067,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-08-06 00:00:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
366068,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-08-06 00:00:00,0,hidden_violation,False,e_coli|enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365837,supluskoha,Alavere tiigid,alavere tiigid,,2025-08-04 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365648,supluskoha,Jägala jõgi (Kehras),jägala jõgi (kehras),,2025-08-01 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365752,supluskoha,Nikerjärve rand,nikerjärve,,2025-08-01 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365644,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-07-31 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365665,supluskoha,Kohtla-Järve linna Rahvapargi supluskoht,kohtla järve linna rahvapargi,,2025-07-30 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365758,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-07-30 00:00:00,0,hidden_violation,False,e_coli|enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365664,supluskoha,Pedeli paisjärve supluskoht,pedeli paisjärve,,2025-07-29 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365502,supluskoha,Porijõgi / Reola jõgi supluskoht,porijõgi / reola jõgi,,2025-07-28 13:25:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365508,supluskoha,Koosa paisjärve supluskoht,koosa paisjärve,,2025-07-28 12:35:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365092,supluskoha,Haabneeme rand,haabneeme,,2025-07-28 00:00:00,1,hidden_pass,True,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
365444,supluskoha,Haabneeme rand,haabneeme,,2025-07-28 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365447,supluskoha,Sillamäe supluskoht,sillamäe,,2025-07-28 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365448,supluskoha,Narva-Jõesuu supluskoht 2,narva jõesuu 2,,2025-07-28 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365491,supluskoha,Mai rand,mai,,2025-07-28 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365426,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-07-25 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365422,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-07-24 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365137,supluskoha,Anne kanal,anne kanal,Tartu maakond,2025-07-23 00:00:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364956,supluskoha,Sillamäe supluskoht,sillamäe,,2025-07-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
365039,supluskoha,Narva-Jõesuu supluskoht 2,narva jõesuu 2,,2025-07-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364764,supluskoha,Alavere tiigid,alavere tiigid,,2025-07-18 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364850,supluskoha,Nikerjärve rand,nikerjärve,,2025-07-18 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364908,supluskoha,Peipsi järve Kolkja Puhkeala supluskoht,peipsi järve kolkja puhkeala,,2025-07-17 10:10:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364912,supluskoha,Metsakivi järve supluskoht,metsakivi järve,,2025-07-17 09:20:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364891,supluskoha,Alajõe paisjärve supluskoht,alajõe paisjärve,,2025-07-17 09:05:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364767,supluskoha,Kloogarand,kloogarand,,2025-07-17 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364864,supluskoha,Otiaru paisjärv,otiaru paisjärv,,2025-07-16 11:32:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364881,supluskoha,Kõrveküla paisjärv 1 (Pärna tn ääres),kõrveküla paisjärv 1 (pärna tn ääres),,2025-07-16 09:43:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364883,supluskoha,Emajõe Vabaujula,emajõe vabaujula,,2025-07-16 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364884,supluskoha,Emajõe Linnaujula,emajõe linnaujula,,2025-07-16 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364902,supluskoha,Verevi järve supluskoht,verevi järve,,2025-07-16 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364724,supluskoha,Külitse paisjärve supluskoht,külitse paisjärve,,2025-07-15 13:10:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364725,supluskoha,Ropka järv,ropka järv,,2025-07-15 13:03:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364544,supluskoha,Harku järve rand,harku järve,,2025-07-15 00:00:00,0,hidden_violation,False,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
364273,supluskoha,Sindi väliujula (Pärnu jõgi),sindi väliujula (pärnu jõgi),,2025-07-14 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364275,supluskoha,Maidla järv,maidla järv,,2025-07-14 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364396,supluskoha,Holstre järv,holstre järv,,2025-07-14 00:00:00,0,hidden_violation,False,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
364427,supluskoha,Harku järve rand,harku järve,,2025-07-14 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364562,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-07-14 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364998,supluskoha,Kohtla-Järve linna Rahvapargi supluskoht,kohtla järve linna rahvapargi,,2025-07-14 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364475,supluskoha,Harku järve rand,harku järve,,2025-07-09 00:00:00,0,hidden_violation,False,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
363879,supluskoha,Haabneeme rand,haabneeme,,2025-07-07 00:00:00,1,hidden_pass,True,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
364157,supluskoha,Haabneeme rand,haabneeme,,2025-07-07 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364127,supluskoha,Nikerjärve rand,nikerjärve,,2025-07-04 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
364091,supluskoha,Kloogarand,kloogarand,,2025-07-03 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
363465,supluskoha,Harku järve rand,harku järve,,2025-07-02 00:00:00,0,hidden_violation,False,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
363391,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-06-30 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
363376,supluskoha,Puurmani paisjärv,puurmani paisjärv,,2025-06-26 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
363378,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-06-26 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
363093,supluskoha,Haabneeme rand,haabneeme,,2025-06-25 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362326,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-06-19 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
363063,supluskoha,Kõrveküla paisjärv 1 (Pärna tn ääres),kõrveküla paisjärv 1 (pärna tn ääres),,2025-06-18 09:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362712,supluskoha,Sillamäe supluskoht,sillamäe,,2025-06-18 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362731,supluskoha,Porijõgi / Reola jõgi supluskoht,porijõgi / reola jõgi,,2025-06-17 08:50:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362718,supluskoha,Narva-Jõesuu supluskoht 2,narva jõesuu 2,,2025-06-17 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362436,supluskoha,Pedeli paisjärve supluskoht,pedeli paisjärve,,2025-06-16 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362440,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-06-16 00:00:00,1,hidden_pass,True,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
362194,supluskoha,Värska Sanatooriumi supluskoht,värska sanatooriumi,,2025-06-10 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
361908,supluskoha,Nikerjärve rand,nikerjärve,,2025-06-09 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
361913,supluskoha,Alavere tiigid,alavere tiigid,,2025-06-09 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
361777,supluskoha,Kloogarand,kloogarand,,2025-06-05 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
361464,supluskoha,Haabneeme rand,haabneeme,,2025-06-02 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
361487,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-06-02 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360291,supluskoha,Põltsamaa jõel Kamari paisjärve supluskoht,põltsamaa jõel kamari paisjärve,,2025-05-26 09:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360456,supluskoha,Koosa paisjärve supluskoht,koosa paisjärve,,2025-05-22 10:17:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360529,supluskoha,Kassari supluskoht,kassari,,2025-05-22 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360381,supluskoha,Kõrveküla paisjärv 1 (Pärna tn ääres),kõrveküla paisjärv 1 (pärna tn ääres),,2025-05-21 09:20:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360264,supluskoha,Sillamäe supluskoht,sillamäe,,2025-05-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360718,supluskoha,Otiaru paisjärv,otiaru paisjärv,,2025-05-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360339,supluskoha,Porijõgi / Reola jõgi supluskoht,porijõgi / reola jõgi,,2025-05-20 09:41:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360276,supluskoha,Narva-Jõesuu supluskoht 2,narva jõesuu 2,,2025-05-20 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360009,supluskoha,Haabneeme rand,haabneeme,,2025-05-19 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360119,supluskoha,Vana-Pärnu rand,vana pärnu,,2025-05-19 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
360510,supluskoha,Pedeli paisjärve supluskoht,pedeli paisjärve,,2025-05-19 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
359921,supluskoha,Alavere tiigid,alavere tiigid,,2025-05-16 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
359923,supluskoha,Nikerjärve rand,nikerjärve,,2025-05-16 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
359830,supluskoha,Kloogarand,kloogarand,,2025-05-15 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339854,supluskoha,Vaskjala veehoidla,vaskjala veehoidla,,2024-08-27 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
340067,supluskoha,Anne kanal,anne kanal,Tartu maakond,2024-08-21 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339501,supluskoha,Koosa paisjärve supluskoht,koosa paisjärve,,2024-08-19 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339500,supluskoha,Verevi järve supluskoht,verevi järve,,2024-08-18 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339143,supluskoha,Harku järve rand,harku järve,,2024-08-16 00:00:00,0,hidden_violation,False,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
339508,supluskoha,Pedja jõgi,pedja jõgi,,2024-08-16 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
338684,supluskoha,Paralepa rand,paralepa,,2024-08-15 09:45:00,1,hidden_pass,True,,e_coli|enterococci|nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,0
339252,supluskoha,Arbi järve supluskoht,arbi järve,,2024-08-15 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339257,supluskoha,Arbi järve supluskoht,arbi järve,,2024-08-15 00:00:00,1,hidden_pass,True,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339157,supluskoha,Peipsi järve Mustvee linna supluskoht,peipsi järve mustvee linna,,2024-08-14 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339204,supluskoha,Koosa paisjärve supluskoht,koosa paisjärve,,2024-08-14 00:00:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339205,supluskoha,Varnja aleviku Pardiranna supluskoht,varnja aleviku pardiranna,,2024-08-14 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
338613,supluskoha,Kanariku järv,kanariku järv,,2024-08-13 09:54:00,0,hidden_violation,False,enterococci,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339093,supluskoha,Põlva linna supelrand,põlva linna supelrand,,2024-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339184,supluskoha,Porijõgi / Reola jõgi supluskoht,porijõgi / reola jõgi,,2024-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339188,supluskoha,Külitse paisjärve supluskoht,külitse paisjärve,,2024-08-13 00:00:00,0,hidden_violation,False,,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
339367,supluskoha,Suure-Jaani paisjärv,suure jaani paisjärv,,2024-08-13 00:00:00,0,hidden_violation,False,e_coli,nitrates|nitrites|ammonium|fluoride|manganese|iron|turbidity|color|chlorides|sulfates|ph,2
